Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
387	Kelly Oubre Jr.\oubreke01	SF	24	PHO	56	55	34.5	6.7	14.8	0.452	1.9	5.5	0.352	4.7	9.3	0.511	0.517	3.4	4.4	0.78	1.2	5.3	6.4	1.5	1.3	0.7	1.5	3.4	18.7
388	Tariq Owens\owensta01	PF	24	PHO	3	0	5	0.3	1.7	0.2	0	0.7	0	0.3	1	0.333	0.2	0.7	0.7	1	0.7	0.3	1	0	0.3	0	0	0.3	1.3
389	Jeremy Pargo\pargoje01	PG	33	GSW	3	0	14.7	3.7	7.3	0.5	1	2.3	0.429	2.7	5	0.533	0.568	0	0.3	0	0.3	0.7	1	2.7	0.3	0	1.3	2.7	8.3
390	Jabari Parker\parkeja01	PF	24	TOT	38	23	24.1	5.8	11.3	0.51	0.8	3.1	0.269	4.9	8.2	0.603	0.548	1.6	2.1	0.753	1.6	4	5.6	1.8	1.2	0.4	1.7	2.6	14
390	Jabari Parker\parkeja01	PF	24	ATL	32	23	26.2	6.2	12.3	0.504	1	3.6	0.27	5.2	8.7	0.601	0.543	1.7	2.3	0.736	1.7	4.3	6	1.8	1.3	0.5	1.9	2.9	15
390	Jabari Parker\parkeja01	PF	24	SAC	6	0	13.3	3.5	6	0.583	0.2	0.7	0.25	3.3	5.3	0.625	0.597	1.3	1.5	0.889	1.2	2.7	3.8	1.7	0.5	0.2	0.7	1	8.5
391	Chandler Parsons\parsoch01	PF	31	ATL	5	0	10.8	1	3.6	0.278	0.8	2.8	0.286	0.2	0.8	0.25	0.389	0	0		0.2	1.2	1.4	0.6	0.8	0.2	0.6	0.6	2.8
392	Eric Paschall\pascher01	PF	23	GSW	60	26	27.6	5.3	10.7	0.497	0.6	2.2	0.287	4.7	8.5	0.55	0.526	2.7	3.5	0.774	1.4	3.2	4.6	2.1	0.5	0.2	1.6	2.1	14
393	Anžejs Pasečņiks\pasecan01	C	24	WAS	27	0	16.2	2.3	4.3	0.526	0	0.1	0	2.3	4.2	0.54	0.526	1.3	2.1	0.586	1.6	2.4	4	0.7	0.3	0.4	0.9	2.8	5.8
394	Patrick Patterson\pattepa01	PF	30	LAC	59	18	13.2	1.6	3.9	0.408	1.1	2.9	0.39	0.5	1	0.459	0.552	0.6	0.7	0.814	0.6	2	2.6	0.7	0.1	0.1	0.4	0.9	4.9
395	Justin Patton\pattoju01	C	22	OKC	5	0	4.8	0.8	2	0.4	0.2	0.8	0.25	0.6	1.2	0.5	0.45	0	0		0.2	0.8	1	0.4	0	0	0.4	0.8	1.8
396	Chris Paul\paulch01	PG	34	OKC	70	70	31.5	6.2	12.7	0.489	1.6	4.3	0.365	4.6	8.3	0.554	0.552	3.6	4	0.907	0.4	4.6	5	6.7	1.6	0.2	2.3	2.3	17.6
397	Cameron Payne\payneca01	SG	25	PHO	8	0	22.9	4.1	8.5	0.485	1.9	3.6	0.517	2.3	4.9	0.462	0.596	0.8	0.9	0.857	0.5	3.4	3.9	3	1	0.3	1.4	2.5	10.9
398	Elfrid Payton\paytoel01	PG	25	NYK	45	36	27.7	4.3	9.8	0.439	0.3	1.5	0.203	4	8.2	0.482	0.455	1.1	1.9	0.57	1.2	3.6	4.7	7.2	1.6	0.4	2.1	2	10
399	Gary Payton II\paytoga02	SF	27	WAS	29	17	14.9	1.7	4	0.414	0.4	1.6	0.283	1.2	2.4	0.5	0.47	0.1	0.3	0.5	0.9	1.9	2.8	1.7	1.1	0.2	0.7	1.9	3.9
400	Norvel Pelle\pelleno01	C	26	PHI	24	0	9.7	1	2	0.521	0	0	0	1	2	0.532	0.521	0.3	0.6	0.5	0.8	2.2	3	0.3	0.1	1.3	0.8	2.3	2.4
401	Theo Pinson\pinsoth01	SG	24	BRK	33	0	11.1	1.4	4.7	0.29	0.5	2.4	0.188	0.9	2.3	0.4	0.339	0.5	0.5	0.938	0.3	1.3	1.6	1.7	0.5	0.1	1	1.1	3.6
402	Mason Plumlee\plumlma01	C	29	DEN	61	1	17.3	2.9	4.7	0.615	0	0.1	0	2.9	4.6	0.625	0.615	1.4	2.5	0.535	1.6	3.6	5.2	2.5	0.5	0.6	1.3	2.3	7.2
403	Jakob Poeltl\poeltja01	C	24	SAS	66	18	17.7	2.5	4	0.624	0	0		2.5	4	0.624	0.624	0.6	1.3	0.465	2	3.7	5.7	1.8	0.6	1.4	0.8	1.9	5.6
404	Vincent Poirier\poirivi01	C	26	BOS	22	0	5.9	0.8	1.6	0.472	0	0.1	0.5	0.7	1.5	0.471	0.486	0.3	0.3	0.857	0.6	1.4	2	0.4	0.1	0.4	0.4	1.1	1.9
405	Shamorie Ponds\pondssh01	PG	21	TOR	4	0	2.8	0.8	1.3	0.6	0.3	0.5	0.5	0.5	0.8	0.667	0.7	0.5	0.5	1	0	0.3	0.3	0.5	0	0.3	0	0.5	2.3
406	Jordan Poole\poolejo01	SG	20	GSW	57	14	22.4	2.9	8.8	0.333	1.3	4.6	0.279	1.6	4.2	0.392	0.406	1.7	2.1	0.798	0.2	1.9	2.1	2.4	0.6	0.2	1.3	1.6	8.8
407	Kevin Porter Jr.\porteke02	SF	19	CLE	50	3	23.2	3.7	8.4	0.442	1.1	3.2	0.335	2.7	5.3	0.506	0.505	1.5	2	0.723	0.4	2.8	3.2	2.2	0.9	0.3	1.9	2.7	10
408	Michael Porter Jr.\portemi01	SF	21	DEN	55	8	16.4	3.5	7	0.509	1.1	2.7	0.422	2.4	4.3	0.564	0.59	1.1	1.3	0.833	1.2	3.5	4.7	0.8	0.5	0.5	0.9	1.8	9.3
409	Otto Porter\porteot01	SF	26	CHI	14	9	23.6	4.4	10	0.443	1.7	4.4	0.387	2.7	5.6	0.487	0.529	1.4	1.9	0.704	0.9	2.5	3.4	1.8	1.1	0.4	0.8	2.2	11.9
410	Bobby Portis\portibo01	PF	24	NYK	66	5	21.1	4	8.9	0.45	1	2.8	0.358	3	6.1	0.493	0.507	1.1	1.4	0.763	1.2	3.9	5.1	1.5	0.5	0.3	1.1	1.7	10.1
411	Kristaps Porziņģis\porzikr01	C	24	DAL	57	57	31.8	7	16.4	0.427	2.5	7.1	0.352	4.5	9.3	0.484	0.503	4	5	0.799	1.8	7.7	9.5	1.8	0.7	2	1.6	3.2	20.4
412	Dwight Powell\poweldw01	C	28	DAL	40	37	26.5	3.7	5.7	0.638	0.3	1	0.256	3.4	4.8	0.716	0.659	1.9	2.8	0.667	1.9	3.8	5.7	1.5	0.9	0.6	0.9	2.6	9.4
413	Norman Powell\powelno01	SG	26	TOR	52	26	28.4	5.7	11.5	0.495	2.1	5.3	0.399	3.6	6.3	0.575	0.586	2.5	2.9	0.843	0.5	3.2	3.7	1.8	1.2	0.4	1.5	2.1	16
414	Taurean Prince\princta02	PF	25	BRK	64	61	29	4.3	11.5	0.376	2.3	6.7	0.339	2.1	4.8	0.429	0.475	1.1	1.4	0.798	0.8	5.2	6	1.8	0.9	0.4	2	2.5	12.1
415	Chasson Randle\randlch01	PG	26	GSW	3	0	13.3	0	1.3	0	0	0.7	0	0	0.7	0	0	1.7	2	0.833	0	0.7	0.7	1.7	0.7	0	0	1	1.7
416	Julius Randle\randlju01	PF	25	NYK	64	64	32.5	7.2	15.7	0.46	1	3.6	0.277	6.2	12.1	0.515	0.492	4	5.5	0.733	2.4	7.4	9.7	3.1	0.8	0.3	3	2.8	19.5
417	Josh Reaves\reavejo02	SF	22	DAL	4	0	7	0.8	2.3	0.333	0	0.5	0	0.8	1.8	0.429	0.333	0.5	0.5	1	0.3	0.5	0.8	0.8	0	0	0	1.3	2
418	Cam Reddish\reddica01	SF	20	ATL	58	34	26.7	3.7	9.6	0.384	1.4	4.3	0.332	2.2	5.2	0.428	0.459	1.7	2.2	0.802	0.6	3.1	3.7	1.5	1.1	0.5	1.7	2.3	10.5
419	J.J. Redick\redicjj01	SG	35	NOP	60	36	26.4	4.8	10.5	0.453	3	6.6	0.453	1.8	3.9	0.453	0.596	2.8	3.1	0.892	0.2	2.4	2.5	2	0.3	0.2	1.3	1.6	15.3
420	Naz Reid\reidna01	C	20	MIN	30	11	16.5	3.3	8.1	0.412	1.1	3.2	0.33	2.3	4.9	0.466	0.477	1.2	1.8	0.698	1.1	3	4.1	1.2	0.6	0.7	0.7	2.8	9
421	Josh Richardson\richajo01	SG	26	PHI	55	53	30.8	5.1	11.7	0.43	1.5	4.5	0.341	3.5	7.2	0.486	0.496	2.1	2.6	0.809	0.7	2.4	3.2	2.9	0.9	0.7	1.9	2.5	13.7
422	Austin Rivers\riverau01	SG	27	HOU	68	4	23.4	3.1	7.4	0.421	1.4	4	0.356	1.7	3.4	0.498	0.517	1.1	1.6	0.703	0.4	2.2	2.6	1.7	0.7	0.1	0.7	1.9	8.8
423	Andre Roberson\roberan03	SF	28	OKC	7	0	12.4	1.1	4.1	0.276	0.4	2	0.214	0.7	2.1	0.333	0.328	0.1	0.3	0.5	1	2.9	3.9	0.6	0.1	0.4	0.3	1.9	2.9
424	Duncan Robinson\robindu01	SG	25	MIA	73	68	29.7	4.4	9.4	0.47	3.7	8.3	0.446	0.7	1.1	0.654	0.667	0.9	1	0.931	0.1	3	3.2	1.4	0.5	0.3	1	2.6	13.5
425	Glenn Robinson III\robingl02	SF	26	TOT	62	52	28.8	4.6	9.5	0.486	1.2	3.2	0.391	3.4	6.4	0.534	0.552	1.2	1.4	0.86	1.3	3	4.4	1.5	0.9	0.3	0.9	1.6	11.7
425	Glenn Robinson III\robingl02	SF	26	GSW	48	48	31.6	5.1	10.6	0.481	1.4	3.5	0.4	3.7	7	0.522	0.548	1.3	1.5	0.851	1.4	3.3	4.7	1.8	0.9	0.3	1	1.7	12.9
425	Glenn Robinson III\robingl02	SF	26	PHI	14	4	19.3	3.1	6.1	0.518	0.6	1.9	0.333	2.5	4.1	0.603	0.571	0.8	0.9	0.917	1.1	2.1	3.1	0.8	0.6	0.1	0.4	1.3	7.7
426	Jerome Robinson\robinje01	SG	22	TOT	63	6	15.5	1.8	4.9	0.371	0.8	2.4	0.32	1	2.5	0.42	0.45	0.6	0.9	0.702	0.2	1.8	2	1.4	0.4	0.3	0.8	1.8	5.1
426	Jerome Robinson\robinje01	SG	22	LAC	42	1	11.3	1.1	3.2	0.338	0.5	1.6	0.284	0.6	1.6	0.391	0.408	0.3	0.5	0.579	0.1	1.3	1.4	1.1	0.3	0.2	0.6	1.3	2.9
426	Jerome Robinson\robinje01	SG	22	WAS	21	5	24	3.3	8.3	0.397	1.4	4.1	0.349	1.9	4.2	0.443	0.483	1.4	1.8	0.763	0.4	2.9	3.3	2	0.7	0.4	1.1	2.7	9.4
427	Justin Robinson\robinju01	PG	22	WAS	9	0	5.4	0.6	1.3	0.417	0.3	0.6	0.6	0.2	0.8	0.286	0.542	0	0		0.1	0.4	0.6	0.8	0	0.1	0.3	0.2	1.4
428	Mitchell Robinson\robinmi01	C	21	NYK	61	7	23.1	4.1	5.6	0.742	0	0		4.1	5.6	0.742	0.742	1.4	2.4	0.568	3	4	7	0.6	0.9	2	0.6	3.2	9.7
429	Isaiah Roby\robyis01	PF	21	OKC	3	0	3.7	0	0.3	0	0	0		0	0.3	0	0	0	0		0	0.7	0.7	0	0	0	0.3	0.3	0
430	Rajon Rondo\rondora01	PG	33	LAL	48	3	20.5	2.9	6.8	0.418	0.9	2.6	0.328	2	4.2	0.473	0.48	0.6	0.9	0.659	0.5	2.5	3	5	0.8	0	1.9	1.2	7.1
431	Derrick Rose\rosede01	PG	31	DET	50	15	26	7.4	15.1	0.49	0.9	2.9	0.306	6.5	12.1	0.535	0.52	2.4	2.8	0.871	0.5	1.9	2.4	5.6	0.8	0.3	2.5	1	18.1
432	Terrence Ross\rosste01	SG	28	ORL	69	0	27.4	4.9	12.3	0.403	2.6	7.3	0.351	2.4	5	0.48	0.508	2.3	2.7	0.853	0.2	3	3.2	1.2	1.1	0.3	1	1.6	14.7
433	Terry Rozier\roziete01	PG	25	CHO	63	63	34.3	6.3	14.9	0.423	2.7	6.7	0.407	3.6	8.2	0.436	0.514	2.6	3	0.874	0.8	3.6	4.4	4.1	1	0.2	2.2	2	18
434	Ricky Rubio\rubiori01	PG	29	PHO	65	65	31	4.4	10.6	0.415	1.2	3.3	0.361	3.2	7.3	0.439	0.471	3	3.5	0.863	0.7	4	4.7	8.8	1.4	0.2	2.7	2.6	13
435	D'Angelo Russell\russeda01	PG	23	TOT	45	45	32.3	8	18.8	0.426	3.5	9.6	0.367	4.5	9.2	0.487	0.519	3.6	4.4	0.809	0.4	3.6	3.9	6.3	1.1	0.3	3.3	1.9	23.1
435	D'Angelo Russell\russeda01	PG	23	GSW	33	33	32.1	8.3	19.2	0.43	3.6	9.7	0.374	4.6	9.5	0.487	0.524	3.4	4.4	0.785	0.4	3.3	3.7	6.2	0.9	0.3	3.1	1.9	23.6
435	D'Angelo Russell\russeda01	PG	23	MIN	12	12	32.7	7.3	17.6	0.412	3.2	9.2	0.345	4.1	8.4	0.485	0.502	4	4.6	0.873	0.3	4.3	4.6	6.6	1.4	0.3	3.8	1.8	21.7
436	Domantas Sabonis\sabondo01	PF	23	IND	62	62	34.8	7.4	13.7	0.54	0.3	1.1	0.254	7.1	12.6	0.565	0.55	3.5	4.8	0.723	3	9.4	12.4	5	0.8	0.5	2.7	3.1	18.5
437	Luka Šamanić\samanlu01	PF	20	SAS	3	1	16	1.7	5.3	0.313	1	2.7	0.375	0.7	2.7	0.25	0.406	1	1.3	0.75	0.3	3	3.3	2	0	0.7	0.7	2	5.3
438	JaKarr Sampson\sampsja02	PF	26	IND	34	12	13.9	2	3.4	0.591	0.1	0.4	0.154	1.9	3	0.647	0.6	0.5	0.8	0.667	0.6	2	2.6	0.6	0.5	0.4	0.4	1.9	4.6
439	Dario Šarić\saricda01	PF	25	PHO	66	51	24.7	3.9	8.2	0.476	1.3	3.6	0.357	2.6	4.6	0.568	0.554	1.6	1.9	0.844	1.5	4.6	6.2	1.9	0.6	0.2	1.3	2.4	10.7
440	Tomáš Satoranský\satorto01	SG	28	CHI	65	64	28.9	3.6	8.5	0.43	1	3.1	0.322	2.7	5.4	0.491	0.488	1.6	1.9	0.876	1.2	2.7	3.9	5.4	1.2	0.1	2	2.1	9.9
441	Admiral Schofield\schofad01	PF	22	WAS	33	2	11.2	1.1	2.8	0.38	0.6	1.8	0.311	0.5	0.9	0.516	0.484	0.3	0.5	0.667	0.2	1.2	1.4	0.5	0.2	0.1	0.2	1.5	3
442	Dennis Schröder\schrode01	SG	26	OKC	65	2	30.8	7	14.8	0.469	1.9	5	0.385	5	9.8	0.513	0.534	3	3.6	0.839	0.3	3.3	3.6	4	0.7	0.2	2.6	2.2	18.9
443	Mike Scott\scottmi01	PF	31	PHI	68	11	17.8	2.2	5.1	0.426	1.2	3.2	0.369	1	2	0.519	0.54	0.4	0.5	0.811	1	2.7	3.6	0.8	0.3	0.1	0.4	1.4	6
444	Thabo Sefolosha\sefolth01	PF	35	HOU	41	0	10.6	0.9	2.2	0.407	0.4	1.3	0.278	0.5	0.9	0.595	0.489	0.1	0.2	0.375	0.5	1.8	2.3	0.6	0.6	0.3	0.4	1	2.2
445	Collin Sexton\sextoco01	PG	21	CLE	65	65	33	7.9	16.7	0.472	1.5	3.9	0.38	6.4	12.8	0.501	0.517	3.5	4.1	0.846	0.9	2.2	3.1	3	1	0.1	2.4	2.2	20.8
446	Landry Shamet\shamela01	SG	22	LAC	53	30	27.4	3	7.4	0.404	2.1	5.6	0.375	0.9	1.8	0.495	0.546	1.2	1.4	0.855	0.1	1.8	1.9	1.9	0.4	0.2	0.8	2.7	9.3
447	Marial Shayok\shayoma01	SG	24	PHI	4	0	7	0.8	3	0.25	0.5	1.5	0.333	0.3	1.5	0.167	0.333	0.8	1	0.75	0.3	1.5	1.8	0.3	0	0.3	0.8	1	2.8
448	Iman Shumpert\shumpim01	SF	29	BRK	13	0	18.5	1.6	4.9	0.328	0.6	2.5	0.242	1	2.4	0.419	0.391	0.3	0.5	0.571	0.7	1.9	2.6	0.9	0.9	0.2	0.8	1.6	4.2
449	Pascal Siakam\siakapa01	PF	25	TOR	60	60	35.2	8.3	18.4	0.453	2.2	6.1	0.359	6.2	12.3	0.499	0.512	4	5.1	0.792	1.1	6.3	7.3	3.5	1	0.9	2.5	2.8	22.9
450	Chris Silva\silvach01	PF	23	MIA	44	0	7.9	1.1	1.8	0.615	0	0.1	0	1.1	1.7	0.64	0.615	0.8	1.3	0.673	1.4	1.5	2.9	0.5	0.2	0.5	0.7	1.9	3
451	Ben Simmons\simmobe01	PG	23	PHI	57	57	35.4	6.6	11.4	0.58	0	0.1	0.286	6.5	11.2	0.583	0.581	3.2	5.2	0.621	2	5.8	7.8	8	2.1	0.6	3.5	3.3	16.4
452	Anfernee Simons\simonan01	SG	20	POR	70	4	20.7	3.1	7.7	0.399	1.1	3.2	0.332	2	4.4	0.448	0.469	1.1	1.3	0.826	0.4	1.8	2.2	1.4	0.4	0.1	0.9	1.9	8.3
453	Alen Smailagić\smailal01	C	19	GSW	14	0	9.9	1.4	2.9	0.5	0.2	0.9	0.231	1.2	1.9	0.63	0.538	1.1	1.4	0.842	0.7	1.2	1.9	0.9	0.2	0.3	0.8	1	4.2
454	Marcus Smart\smartma01	SG	25	BOS	60	40	32	4.3	11.4	0.375	2.3	6.6	0.347	2	4.8	0.415	0.476	2.1	2.5	0.836	0.7	3.1	3.8	4.9	1.7	0.5	1.7	2.7	12.9
455	Dennis Smith Jr.\smithde03	PG	22	NYK	34	3	15.8	2.1	6.2	0.341	0.5	1.6	0.296	1.6	4.6	0.357	0.379	0.8	1.6	0.509	0.6	1.7	2.3	2.9	0.8	0.2	1.7	1.9	5.5
456	Ish Smith\smithis01	PG	31	WAS	68	23	26.3	4.5	10.1	0.447	0.9	2.5	0.367	3.6	7.6	0.473	0.492	0.9	1.3	0.721	0.4	2.8	3.2	4.9	0.9	0.4	1.4	1.6	10.9
457	J.R. Smith\smithjr01	SG	34	LAL	6	0	13.2	1.2	3.7	0.318	0.2	1.8	0.091	1	1.8	0.545	0.341	0.3	0.3	1	0	0.8	0.8	0.5	0.2	0	0.7	0.8	2.8
458	Zhaire Smith\smithzh01	SF	20	PHI	7	0	4.6	0.4	1.6	0.273	0	0.4	0	0.4	1.1	0.375	0.273	0.3	0.6	0.5	0	0.3	0.3	0.3	0.4	0	0.3	0.6	1.1
459	Tony Snell\snellto01	SF	28	DET	59	57	27.8	2.9	6.5	0.445	1.7	4.3	0.402	1.2	2.2	0.531	0.579	0.5	0.5	1	0.2	1.7	1.9	2.2	0.5	0.3	0.5	1.7	8
460	Omari Spellman\spellom01	C	22	GSW	49	3	18.1	2.6	6	0.431	0.9	2.2	0.391	1.7	3.8	0.454	0.503	1.5	1.9	0.793	1.6	2.9	4.5	1	0.7	0.5	1.1	1.3	7.6
461	Max Strus\strusma01	SF	23	CHI	2	0	3	1	1.5	0.667	0	0.5	0	1	1	1	0.667	0.5	0.5	1	0.5	0	0.5	0	0	0	0	0.5	2.5
462	Edmond Sumner\sumneed01	SG	24	IND	31	3	14.4	2	4.6	0.43	0.5	1.7	0.264	1.5	2.9	0.528	0.479	0.5	0.9	0.552	0.4	1.1	1.5	1.8	0.5	0.3	0.7	1.4	4.9
463	Caleb Swanigan\swanica01	PF-C	22	TOT	27	1	10.7	1	1.7	0.596	0	0.1	0	1	1.7	0.622	0.596	0.3	0.6	0.529	1	2.7	3.7	1.1	0.1	0.3	1.4	2.3	2.4
463	Caleb Swanigan\swanica01	C	22	SAC	7	0	3.3	0.3	0.6	0.5	0	0		0.3	0.6	0.5	0.5	0.1	0.3	0.5	0.3	0.7	1	0.3	0.1	0.3	0.9	1.1	0.7
463	Caleb Swanigan\swanica01	PF	22	POR	20	1	13.3	1.3	2.2	0.605	0	0.1	0	1.3	2.1	0.634	0.605	0.4	0.8	0.533	1.3	3.4	4.7	1.5	0.1	0.3	1.6	2.7	3
464	Jayson Tatum\tatumja01	PF	21	BOS	66	66	34.3	8.4	18.6	0.45	2.9	7.1	0.403	5.5	11.5	0.48	0.527	3.8	4.7	0.812	1	6	7	3	1.4	0.9	2.3	2.1	23.4
465	Jeff Teague\teaguje01	PG	31	TOT	59	17	24.8	3.6	8.3	0.436	0.7	2	0.368	2.9	6.3	0.457	0.48	2.9	3.3	0.873	0.5	1.9	2.4	5.2	0.7	0.3	2	1.8	10.9
465	Jeff Teague\teaguje01	PG	31	MIN	34	13	27.8	4.3	9.5	0.448	1	2.6	0.379	3.3	7	0.473	0.498	3.7	4.2	0.868	0.4	2.1	2.6	6.1	0.7	0.4	2.2	2.1	13.2
465	Jeff Teague\teaguje01	PG	31	ATL	25	4	20.8	2.7	6.6	0.412	0.4	1.2	0.333	2.3	5.4	0.43	0.442	1.9	2.1	0.887	0.5	1.7	2.2	4	0.8	0.2	1.6	1.4	7.7
466	Garrett Temple\templga01	SG	33	BRK	62	35	27.9	3.6	9.5	0.378	2	6.2	0.329	1.5	3.2	0.473	0.486	1.1	1.4	0.805	0.5	3	3.5	2.5	0.8	0.5	1	1.7	10.3
467	Daniel Theis\theisda01	C	27	BOS	65	64	24.1	3.7	6.6	0.566	0.5	1.5	0.333	3.2	5.1	0.633	0.603	1.3	1.8	0.763	2.2	4.4	6.6	1.7	0.6	1.3	0.8	3.4	9.2
468	Isaiah Thomas\thomais02	PG	30	WAS	40	37	23.1	4.4	10.7	0.408	2	4.7	0.413	2.4	5.9	0.405	0.5	1.6	1.9	0.816	0.3	1.4	1.7	3.7	0.3	0.2	1.9	1.9	12.2
469	Khyri Thomas\thomakh01	SG	23	DET	8	0	7.6	0.6	2.1	0.294	0.6	1.8	0.357	0	0.4	0	0.441	0.3	0.5	0.5	0.1	0	0.1	0.4	0.4	0	0.4	1.1	2.1
470	Lance Thomas\thomala01	PF	31	BRK	7	4	14	1.1	3.3	0.348	0.6	1.9	0.308	0.6	1.4	0.4	0.435	0.6	0.6	1	0.3	1.6	1.9	0.9	0	0	0.9	1.6	3.4
471	Matt Thomas\thomama02	SG	25	TOR	41	1	10.7	1.8	3.7	0.487	1.1	2.4	0.475	0.6	1.2	0.51	0.643	0.2	0.3	0.75	0.2	1.3	1.5	0.5	0.2	0	0.4	0.9	4.9
472	Tristan Thompson\thomptr01	PF	28	CLE	57	51	30.2	5.1	9.9	0.512	0.2	0.4	0.391	4.9	9.5	0.518	0.52	1.7	2.8	0.615	4	6.2	10.1	2.1	0.6	0.9	1.8	2.2	12
473	Sindarius Thornwell\thornsi01	SF	25	NOP	2	0	17.5	3	5.5	0.545	1	2	0.5	2	3.5	0.571	0.636	1	2	0.5	0	2	2	2	0.5	0.5	1	1	8
474	Matisse Thybulle\thybuma01	SG	22	PHI	65	14	19.8	1.7	4.1	0.423	0.9	2.4	0.357	0.9	1.7	0.519	0.528	0.4	0.6	0.61	0.7	1	1.6	1.2	1.4	0.7	0.8	2.2	4.7
475	Anthony Tolliver\tollian01	PF	34	TOT	55	13	15.9	1.2	3.3	0.357	0.9	2.6	0.338	0.3	0.7	0.432	0.492	0.4	0.5	0.724	0.6	2.2	2.8	0.8	0.3	0.2	0.6	1.3	3.6
475	Anthony Tolliver\tollian01	PF	34	POR	33	9	16.8	1.3	3.5	0.368	0.9	2.7	0.337	0.4	0.8	0.464	0.496	0.4	0.6	0.684	0.8	2.5	3.3	0.9	0.2	0.3	0.6	1.6	3.9
475	Anthony Tolliver\tollian01	PF	34	SAC	9	0	9.1	0.3	1.9	0.176	0.2	1.7	0.133	0.1	0.2	0.5	0.235	0.1	0.2	0.5	0.2	1	1.2	0.3	0.4	0.1	0.4	0.7	1
475	Anthony Tolliver\tollian01	PF	34	MEM	13	4	18.2	1.5	3.7	0.396	1.3	3.2	0.415	0.2	0.5	0.286	0.573	0.5	0.6	0.875	0.4	2.2	2.5	0.8	0.5	0.1	0.7	1.1	4.8
476	Juan Toscano-Anderson\toscaju01	SG	26	GSW	13	6	20.9	2.2	4.8	0.46	0.6	1.8	0.348	1.6	3.1	0.525	0.524	0.2	0.4	0.6	0.7	3.3	4	2	1	0.4	1.2	2.3	5.3
477	Karl-Anthony Towns\townska01	C	24	MIN	35	35	33.9	9	17.8	0.508	3.3	7.9	0.412	5.8	9.9	0.586	0.6	5.1	6.5	0.796	2.7	8.1	10.8	4.4	0.9	1.2	3.1	3.3	26.5
478	Gary Trent Jr.\trentga02	SF	21	POR	61	8	21.8	3.2	7.2	0.444	1.8	4.4	0.418	1.4	2.8	0.486	0.571	0.6	0.7	0.822	0.4	1.2	1.6	1	0.8	0.3	0.3	1.5	8.9
479	Allonzo Trier\trieral01	SG	24	NYK	24	1	12.1	2.1	4.4	0.481	0.8	2.2	0.358	1.3	2.2	0.604	0.571	1.4	1.8	0.791	0.3	1	1.2	1.2	0.1	0.2	0.9	1.2	6.5
480	P.J. Tucker\tuckepj01	PF	34	HOU	72	72	34.3	2.5	5.9	0.415	1.5	4.2	0.358	1	1.8	0.551	0.541	0.5	0.7	0.813	1.6	5.1	6.6	1.6	1.1	0.5	1	3.2	6.9
481	Rayjon Tucker\tuckera01	SG	22	UTA	20	0	8.1	1	2.2	0.465	0.2	0.9	0.176	0.9	1.3	0.654	0.5	1	1.2	0.826	0.2	0.9	1	0.3	0.1	0.1	0.4	0.5	3.1
482	Evan Turner\turneev01	SG	31	ATL	19	0	13.2	1.3	3.5	0.373	0	0.3	0	1.3	3.3	0.403	0.373	0.6	0.7	0.857	0.4	1.6	2	2	0.5	0.4	1.4	1.1	3.3
483	Myles Turner\turnemy01	C	23	IND	62	62	29.5	4.3	9.5	0.457	1.4	4	0.344	2.9	5.4	0.54	0.53	2	2.7	0.751	1.4	5.2	6.6	1.2	0.7	2.1	1.4	2.7	12.1
484	Jarrod Uthoff\uthofja01	PF	26	TOT	7	0	7.6	1	2.6	0.389	0.4	1.3	0.333	0.6	1.3	0.444	0.472	0.3	0.3	1	0.3	0.6	0.9	0	0.1	0	0	0.3	2.7
484	Jarrod Uthoff\uthofja01	PF	26	MEM	4	0	3.5	0.3	1.8	0.143	0	1	0	0.3	0.8	0.333	0.143	0.5	0.5	1	0.3	0	0.3	0	0.3	0	0	0.3	1
484	Jarrod Uthoff\uthofja01	PF	26	WAS	3	0	13	2	3.7	0.545	1	1.7	0.6	1	2	0.5	0.682	0	0		0.3	1.3	1.7	0	0	0	0	0.3	5
485	Jonas Valančiūnas\valanjo01	C	27	MEM	70	70	26.4	6.2	10.6	0.585	0.5	1.3	0.352	5.7	9.3	0.617	0.606	2.1	2.9	0.74	3	8.2	11.3	1.9	0.4	1.1	1.8	2.6	14.9
486	Denzel Valentine\valende01	SF	26	CHI	36	5	13.6	2.7	6.6	0.409	1.3	3.8	0.336	1.4	2.8	0.51	0.506	0.2	0.2	0.75	0.3	1.8	2.1	1.2	0.7	0.2	0.7	1.4	6.8
487	Jarred Vanderbilt\vandeja01	PF	20	TOT	11	0	4.2	0.5	0.7	0.625	0	0.1	0	0.5	0.6	0.714	0.625	0.2	0.2	1	0.3	0.5	0.8	0.2	0.3	0.1	0.6	0.5	1.1
487	Jarred Vanderbilt\vandeja01	PF	20	DEN	9	0	4.6	0.6	0.8	0.714	0	0		0.6	0.8	0.714	0.714	0	0		0.3	0.6	0.9	0.2	0.3	0.1	0.8	0.7	1.1
487	Jarred Vanderbilt\vandeja01	PF	20	MIN	2	0	2.5	0	0.5	0	0	0.5	0	0	0		0	1	1	1	0	0.5	0.5	0	0	0	0	0	1
